香港凤凰,#genre#
CCTV12,http://182.98.0.212:4022/udp/239.252.220.187:5140
CCTV13,http://182.98.0.212:4022/udp/239.252.219.139:5140
CCTV14,http://182.98.0.212:4022/udp/239.252.220.92:5140
CCTV15,http://182.98.0.212:4022/udp/239.252.219.79:5140
CCTV17,http://182.98.0.212:4022/udp/239.252.220.192:5140
奥林匹克-4K,http://182.98.0.212:4022/udp/239.252.220.237:5140
百视通台-4K,http://182.98.0.212:4022/udp/239.252.220.235:5140
百视通台-4K,http://182.98.0.212:4022/udp/239.252.220.236:5140
电影测试-4K,http://182.98.0.212:4022/udp/239.252.220.212:5140
江西卫视,http://182.98.0.212:4022/udp/239.252.220.63:5140
江西二套,http://182.98.0.212:4022/udp/239.252.220.238:5140
江西三套,http://182.98.0.212:4022/udp/239.252.219.173:5140
江西五套,http://182.98.0.212:4022/udp/239.252.220.102:5140
江西六套,http://182.98.0.212:4022/udp/239.252.219.113:5140
江西七套,http://182.98.0.212:4022/udp/239.252.220.100:5140
江西教育,http://182.98.0.212:4022/udp/239.252.219.115:5140
CCTV4欧洲,http://182.98.0.212:4022/udp/239.252.219.192:5140
CCTV4美洲,http://182.98.0.212:4022/udp/239.252.219.193:5140
CGTN英语,http://182.98.0.212:4022/udp/239.252.219.194:5140
CGTN记录,http://182.98.0.212:4022/udp/239.252.219.195:5140
CGTN西语,http://182.98.0.212:4022/udp/239.252.219.196:5140
CGTN法语,http://182.98.0.212:4022/udp/239.252.219.65:5140
CGTN俄语,http://182.98.0.212:4022/udp/239.252.219.67:5140
CGTN阿语,http://182.98.0.212:4022/udp/239.252.219.66:5140
央视精品,http://182.98.0.212:4022/udp/239.252.219.81:5140
央视台球,http://182.98.0.212:4022/udp/239.252.219.80:5140
风云音乐,http://182.98.0.212:4022/udp/239.252.219.87:5140
第一剧场,http://182.98.0.212:4022/udp/239.252.219.86:5140
风云剧场,http://182.98.0.212:4022/udp/239.252.219.89:5140
怀旧剧场,http://182.98.0.212:4022/udp/239.252.219.90:5140
女性时尚,http://182.98.0.212:4022/udp/239.252.219.94:5140
央视网球,http://182.98.0.212:4022/udp/239.252.219.95:5140
风云足球,http://182.98.0.212:4022/udp/239.252.219.96:5140
电视指南,http://182.98.0.212:4022/udp/239.252.219.97:5140
世界地理,http://182.98.0.212:4022/udp/239.252.219.93:5140
兵器科技,http://182.98.0.212:4022/udp/239.252.219.98:5140
CHC高清电影,http://182.98.0.212:4022/udp/239.252.219.83:5140
CHC家庭影院,http://182.98.0.212:4022/udp/239.252.219.84:5140
CHC动作电影,http://182.98.0.212:4022/udp/239.252.219.85:5140
欢笑剧场,http://182.98.0.212:4022/udp/239.252.219.224:5140
都市剧场,http://182.98.0.212:4022/udp/239.252.219.225:5140
精彩影视,http://182.98.0.212:4022/udp/239.252.220.223:5140
梨园频道,http://182.98.0.212:4022/udp/239.252.220.179:5140
武术世界,http://182.98.0.212:4022/udp/239.252.220.180:5140
文物宝库,http://182.98.0.212:4022/udp/239.252.220.158:5140
求索记录,http://182.98.0.212:4022/udp/239.252.220.224:5140
BesTV青春动漫,http://182.98.0.212:4022/udp/239.252.220.122:5140
BesTV百变课堂,http://182.98.0.212:4022/udp/239.252.220.123:5140
BesTV热门剧场,http://182.98.0.212:4022/udp/239.252.220.124:5140
BesTV谍战剧场,http://182.98.0.212:4022/udp/239.252.220.125:5140
BesTV华语影院,http://182.98.0.212:4022/udp/239.252.220.126:5140
BesTV星光影院,http://182.98.0.212:4022/udp/239.252.220.127:5140
BesTV全球大片,http://182.98.0.212:4022/udp/239.252.220.128:5140
BesTV健康养生,http://182.98.0.212:4022/udp/239.252.220.129:5140
甘肃卫视,http://182.98.0.212:4022/udp/239.252.219.140:5140
海南卫视,http://182.98.0.212:4022/udp/239.252.219.178:5140
广西卫视,http://182.98.0.212:4022/udp/239.252.219.183:5140
云南卫视,http://182.98.0.212:4022/udp/239.252.219.185:5140
天津卫视,http://182.98.0.212:4022/udp/239.252.219.187:5140
天津卫视,http://182.98.0.212:4022/udp/239.252.220.61:5140
湖南卫视,http://182.98.0.212:4022/udp/239.252.219.201:5140
北京卫视,http://182.98.0.212:4022/udp/239.252.219.206:5140
湖北卫视,http://182.98.0.212:4022/udp/239.252.219.208:5140
浙江卫视,http://182.98.0.212:4022/udp/239.252.219.210:5140
黑龙江卫视,http://182.98.0.212:4022/udp/239.252.219.211:5140
深圳卫视,http://182.98.0.212:4022/udp/239.252.219.212:5140
广东卫视,http://182.98.0.212:4022/udp/239.252.219.213:5140
江苏卫视,http://182.98.0.212:4022/udp/239.252.219.214:5140
山东卫视,http://182.98.0.212:4022/udp/239.252.219.228:5140
东方卫视,http://182.98.0.212:4022/udp/239.252.219.229:5140
辽宁卫视,http://182.98.0.212:4022/udp/239.252.220.62:5140
江西卫视,http://182.98.0.212:4022/udp/239.252.220.63:5140
东南卫视,http://182.98.0.212:4022/udp/239.252.220.82:5140
安徽卫视,http://182.98.0.212:4022/udp/239.252.220.83:5140
四川卫视,http://182.98.0.212:4022/udp/239.252.220.93:5140
重庆卫视,http://182.98.0.212:4022/udp/239.252.220.94:5140
河北卫视,http://182.98.0.212:4022/udp/239.252.220.154:5140
吉林卫视,http://182.98.0.212:4022/udp/239.252.220.188:5140
贵州卫视,http://182.98.0.212:4022/udp/239.252.220.190:5140
河南卫视,http://182.98.0.212:4022/udp/239.252.220.189:5140
中国教育,http://182.98.0.212:4022/udp/239.252.220.198:5140
上海纪实,http://182.98.0.212:4022/udp/239.252.219.227:5140
金鹰纪实,http://182.98.0.212:4022/udp/239.252.220.155:5140
东方财经,http://182.98.0.212:4022/udp/239.252.219.57:5140
茶频道台,http://182.98.0.212:4022/udp/239.252.220.160:5140
快乐垂钓,http://182.98.0.212:4022/udp/239.252.220.177:5140
IPTV体育,http://182.98.0.212:4022/udp/239.252.220.211:5140
昌飞航空,http://182.98.0.212:4022/udp/239.252.220.47:5140
风尚购物,http://182.98.0.212:4022/udp/239.252.219.101:5140
